NroCliente,EstadoCuenta,Edad,Genero,NroDependientes,NivelEducativo,EstadoCivil,IngresosAnual,TipoTarjeta,Antiguedad,NroProductosBanco,MesesInactivos_Ult_Año,Reclamos_Ult_año,CupoMax,Transacciones_Ult_año
818034558,1,44,1,2,1,1,4,1,39,5,3,3,22075.0,40
719483358,1,33,1,1,3,2,3,1,14,3,2,2,6746.0,54
719647383,1,35,1,2,5,2,5,1,36,5,2,2,4408.0,49
714909108,1,33,0,3,5,4,2,1,36,5,3,3,4838.0,67
793678608,1,46,1,4,5,4,5,2,40,5,1,4,34516.0,57
720854358,1,27,1,0,1,2,3,1,14,4,1,4,3823.0,49
709126833,1,42,1,3,3,1,6,1,36,3,2,1,21670.0,81
788896983,1,53,1,2,5,2,4,1,38,6,3,2,7928.0,37
715731033,1,50,1,3,5,4,6,1,42,3,1,3,33996.0,77
717636933,1,48,0,5,3,3,3,1,40,3,1,1,4365.0,57
772658658,1,57,1,2,4,4,4,1,47,6,3,4,2248.0,77
755943033,1,34,0,2,5,4,2,1,27,4,1,1,1901.0,52
772399983,1,55,1,2,3,4,5,2,45,3,1,4,34516.0,31
826130133,1,58,1,2,5,2,6,1,54,6,2,4,31680.0,25
719238183,1,55,0,3,5,2,2,1,35,3,2,3,1872.0,45
802666083,1,48,0,2,2,1,2,1,42,3,2,2,2055.0,63
713682708,1,45,1,2,3,3,3,1,37,5,1,2,10991.0,60
712774008,1,59,1,0,2,2,2,1,46,6,1,2,3939.0,34
717627333,1,53,0,2,6,2,3,1,40,5,1,4,2127.0,37
779542608,1,47,1,4,2,4,5,1,32,3,3,2,34010.0,39
715322958,1,43,0,3,1,2,1,1,36,4,2,1,6971.0,67
779100408,1,33,0,1,6,2,2,1,15,6,2,0,1741.0,61
715352883,1,49,0,2,6,4,1,1,36,3,3,2,24904.0,71
789963033,0,54,0,1,5,4,2,1,45,3,5,5,1438.3,39
710687508,1,65,1,0,4,2,2,1,56,6,3,1,2621.0,47
789656358,1,49,0,5,5,2,3,1,35,5,2,1,11115.0,74
715720083,1,47,1,5,1,4,5,1,39,6,2,3,13241.0,76
716584158,1,51,1,4,4,2,5,1,42,6,1,2,14438.0,47
815727183,1,36,1,3,4,4,5,1,31,6,1,1,5228.0,62
717066408,1,36,1,2,5,2,4,1,36,3,1,4,5550.0,62
708104658,1,46,1,1,5,1,3,1,36,4,3,2,1438.3,48
718016808,1,62,0,0,1,2,2,1,55,3,1,0,2064.0,27
814571058,1,30,0,1,3,4,2,1,24,4,3,0,3450.0,64
714757908,1,46,1,4,5,2,6,2,36,4,1,3,34516.0,56
710345808,1,41,1,4,2,3,5,1,36,6,2,2,30030.0,38
814752558,1,50,1,1,2,2,3,1,45,5,3,3,2151.0,62
721284258,1,53,1,2,1,2,5,1,44,4,1,3,7181.0,39
719336583,1,55,1,2,2,2,6,1,44,3,3,3,27745.0,21
797638383,1,49,0,4,4,2,2,1,43,4,3,2,4852.0,73
708434733,1,56,1,1,5,2,4,1,50,6,3,3,6735.0,28
711802758,1,63,1,1,5,2,3,1,53,4,1,2,6128.0,42
720620058,1,41,1,4,4,1,5,1,36,4,3,2,23124.0,50
819169683,1,34,1,2,1,2,3,1,29,3,2,2,3436.0,37
709757583,1,35,1,0,1,2,6,1,36,5,2,1,3176.0,48
789307833,1,44,1,4,3,1,6,1,34,5,3,3,8874.0,56
823912308,1,38,0,3,5,2,2,1,34,5,1,0,3402.0,28
720746208,1,52,1,1,5,2,5,1,43,6,1,1,2689.0,33
709121283,1,54,1,3,2,2,2,1,36,3,3,2,1556.0,35
714093108,1,58,0,2,4,4,3,1,36,3,3,3,7372.0,56
718368333,1,26,1,0,3,1,2,1,13,6,1,2,5713.0,61
806752533,1,27,0,1,6,4,2,1,22,4,1,3,2965.0,59
758521983,1,33,1,1,1,2,5,1,26,3,2,2,9819.0,40
779473308,1,32,1,0,2,4,4,1,14,4,3,3,8186.0,67
709376508,1,58,0,1,3,2,2,1,49,3,3,2,3846.0,47
712589658,1,45,0,4,2,1,2,2,30,5,2,2,13131.0,37
712141683,1,48,0,3,4,4,2,1,28,4,2,1,2944.0,61
712494108,1,38,1,2,6,4,4,2,36,3,3,4,34516.0,52
721350783,1,54,1,2,4,2,5,1,38,6,3,4,5660.0,39
710133858,1,40,0,1,5,1,2,1,30,5,1,1,7554.0,64
719152383,1,35,0,4,2,2,2,1,26,5,1,4,2494.0,57
715174158,1,31,1,1,3,2,5,1,36,4,1,0,25215.0,48
780040758,1,40,0,4,3,2,3,1,24,5,3,2,2606.0,50
719525358,1,52,1,0,5,4,5,1,43,4,3,3,8133.0,76
710892408,1,57,0,1,4,2,2,1,36,6,2,2,3101.0,32
713295183,1,48,1,2,5,3,5,1,29,6,2,3,24446.0,75
789871233,1,49,1,3,4,2,5,1,39,5,3,2,2361.0,78
712663533,1,40,1,4,4,4,3,1,32,6,4,2,2441.0,62
820906233,1,45,1,2,5,2,3,1,41,5,2,2,8532.0,63
821163408,1,41,1,3,1,2,5,1,37,5,3,3,16954.0,60
708947208,1,36,1,2,5,4,5,1,17,4,3,1,2900.0,72
715261458,1,37,0,1,5,4,2,1,36,6,2,4,6827.0,49
789310833,1,44,0,3,3,3,3,1,34,5,2,5,4513.0,62
818294958,1,52,1,2,3,2,6,1,47,3,3,2,27347.0,77
713902983,1,42,0,3,4,2,2,1,36,4,3,1,1676.0,77
771693933,1,62,0,1,5,2,2,1,50,6,6,4,2802.0,33
827984658,0,49,1,3,6,2,5,1,45,3,0,4,23870.0,39
789012633,1,30,0,0,5,4,2,1,17,3,2,1,4868.0,69
807237783,1,50,1,3,2,4,4,1,45,5,3,5,20437.0,66
803408733,1,32,1,2,4,3,4,1,26,6,1,4,2239.0,60
824667708,1,32,0,1,5,4,2,1,28,6,3,3,2428.0,84
807165033,1,49,1,3,6,4,4,1,44,3,1,5,15027.0,59
809984133,1,37,1,2,7,4,6,1,32,3,3,5,32056.0,68
718949433,1,42,0,3,3,4,1,2,31,3,2,2,34516.0,79
751227183,1,36,1,2,1,4,5,1,29,3,3,5,5346.0,51
716331408,0,52,0,4,1,2,2,1,36,1,4,5,2143.0,36
714199983,1,48,1,3,2,4,4,3,40,5,2,5,34516.0,68
774172158,1,29,1,1,1,4,4,1,19,3,1,2,23507.0,65
708171858,1,33,0,3,6,2,3,1,28,5,2,3,1864.0,44
709074108,1,36,1,2,3,4,4,1,24,5,2,5,23032.0,73
721304133,1,36,0,4,4,2,2,1,36,4,1,3,4277.0,49
787430733,1,56,0,2,4,2,3,1,41,5,3,2,2771.0,27
711225933,1,28,1,1,4,3,2,1,36,5,3,4,2265.0,61
717478983,1,31,0,2,2,3,2,1,19,6,2,0,2853.0,68
720949083,1,44,0,3,2,4,2,1,33,5,3,5,3075.0,53
712851108,1,51,0,3,4,2,1,1,31,5,1,5,15340.0,51
713151258,1,55,1,3,5,4,3,1,35,4,1,4,3065.0,69
799731033,1,34,0,2,7,4,2,1,28,3,3,2,1438.3,91
822138333,1,61,0,0,5,4,3,1,56,4,3,5,7118.0,66
708532308,1,37,1,2,2,4,4,1,36,4,2,2,11419.0,70
713718558,1,46,1,3,5,2,3,1,37,6,2,5,2403.0,64
778939683,1,47,0,3,2,2,2,1,32,4,3,2,2821.0,38
713322633,1,54,1,1,5,2,3,1,43,4,3,3,2706.0,39
754671558,1,50,0,3,1,4,2,1,43,6,1,4,2999.0,48
719291283,1,36,0,4,4,4,2,1,28,5,1,2,2226.0,62
720659283,1,37,1,5,5,2,4,1,31,5,3,4,3351.0,43
719535558,1,47,1,4,3,3,3,1,36,5,1,1,5570.0,72
771032658,1,54,1,3,1,2,5,1,41,3,3,2,10448.0,39
709468683,1,64,0,0,4,2,2,1,56,6,2,2,2174.0,39
719455908,1,48,1,3,5,2,5,1,38,3,3,3,31501.0,75
816890883,1,35,1,2,2,4,4,1,30,6,3,3,21695.0,74
709826058,1,49,1,2,1,2,5,1,36,3,1,1,34516.0,34
735008958,1,42,1,5,1,2,4,1,35,6,3,2,13650.0,53
713766183,1,49,1,0,2,4,5,1,36,5,3,4,16156.0,81
719148633,1,53,0,2,5,2,2,1,46,6,2,4,2413.0,24
789266208,1,56,1,2,4,2,5,1,45,3,2,3,5920.0,28
718373658,1,41,1,3,3,4,4,1,28,6,3,0,5841.0,81
712255458,1,37,1,3,4,4,4,1,36,3,1,5,8418.0,63
789494133,1,30,1,0,4,2,2,1,21,5,4,3,2490.0,53
714178458,1,45,1,3,6,2,5,1,35,3,3,2,20640.0,53
717595908,1,54,1,1,4,2,4,1,37,5,1,1,9453.0,45
798114033,1,46,1,2,5,2,4,1,40,4,2,4,7949.0,58
709479558,1,36,0,4,3,4,2,1,36,3,2,1,2758.0,86
778148283,1,48,1,2,7,4,6,1,41,5,2,1,20148.0,74
719363283,1,59,0,0,7,4,2,1,36,3,1,2,1438.3,47
716225433,1,60,1,1,2,4,5,1,51,6,3,4,26566.0,65
719882583,1,44,1,5,5,4,4,1,34,3,3,5,13477.0,67
711076533,1,65,1,0,3,3,2,1,42,5,3,2,9706.0,58
820651908,1,46,0,3,5,4,3,1,41,5,2,4,7457.0,64
710884683,1,48,1,4,5,2,5,2,40,6,2,5,34516.0,80
797468658,1,53,1,3,4,2,6,1,47,5,1,3,19081.0,31
716375883,1,53,0,3,2,2,1,1,36,6,2,2,2447.0,38
711534183,1,41,1,2,4,4,5,1,36,4,2,4,28830.0,57
721083258,1,37,0,4,4,3,3,1,22,5,1,3,2563.0,46
717986058,1,29,0,0,4,4,2,1,13,6,3,5,5240.0,64
804610908,1,49,0,2,7,2,2,1,44,4,3,0,3397.0,66
717602733,1,47,1,3,7,4,2,1,35,4,3,2,1842.0,67
770952933,1,53,0,1,1,2,2,1,40,4,2,4,2383.0,37
713233908,1,33,1,2,5,3,4,1,21,5,3,3,20791.0,93
755365233,1,34,1,1,5,1,4,1,27,5,2,4,19900.0,96
715105908,1,28,0,0,5,4,1,2,15,3,3,3,32024.0,64
712658283,1,36,0,3,5,4,3,1,28,3,2,3,3701.0,86
708796458,1,30,0,2,5,4,2,1,18,3,1,4,4199.0,67
713557533,1,34,1,3,4,4,3,1,21,4,1,3,4353.0,81
710524533,0,38,0,4,3,2,3,1,36,4,4,4,4913.0,28
713412558,1,39,0,4,6,2,2,1,22,3,3,1,5454.0,67
720000708,1,32,0,0,5,2,1,1,26,3,3,2,2172.0,69
718934058,1,36,1,2,7,4,3,1,26,4,3,2,2845.0,51
710607408,1,37,0,3,4,4,1,1,28,3,1,4,18570.0,96
717613233,1,45,1,4,2,2,4,2,33,5,2,4,25907.0,56
821710308,1,38,0,3,2,4,2,1,33,5,3,2,2206.0,35
716089983,1,31,1,0,5,4,3,1,24,3,1,4,12050.0,46
720430083,1,65,1,0,4,1,2,1,36,3,3,2,2107.0,67
712071708,1,63,0,0,5,2,2,1,36,6,3,4,2107.0,35
770721858,1,65,1,1,5,2,2,1,56,3,2,5,3539.0,31
751381458,1,43,0,3,3,2,1,1,36,3,3,4,27175.0,72
715629783,1,51,1,1,5,2,3,2,36,6,2,2,17905.0,64
768886533,1,37,1,3,5,2,4,1,31,3,1,3,4940.0,57
711023508,1,55,0,1,5,2,1,1,43,5,4,2,3161.0,30
711291558,1,27,1,0,2,4,4,1,36,4,3,3,2464.0,50
714929283,1,34,0,0,4,2,3,1,36,5,1,3,3203.0,52
716285358,1,32,0,1,3,3,2,1,36,3,5,4,1835.0,79
710958033,1,49,0,5,2,4,2,1,39,3,2,2,1993.0,76
711368283,1,39,1,2,1,2,5,1,27,3,3,2,34516.0,53
807275733,1,27,1,0,6,4,1,1,22,5,2,2,7130.0,37
708231183,1,30,1,1,2,3,1,1,22,5,3,4,12539.0,72
789690483,1,39,1,4,4,2,5,1,25,6,2,3,8208.0,39
789338583,1,42,1,2,7,2,5,1,32,4,2,2,26222.0,30
717411483,1,55,1,4,3,3,5,1,36,4,2,3,34173.0,69
720799608,1,57,0,2,5,2,3,1,49,5,1,2,3377.0,32
714112383,1,53,1,2,5,2,6,1,43,6,3,2,5882.0,30
717994608,1,51,1,0,5,2,5,1,40,4,3,2,7158.0,60
798558783,1,47,1,3,5,2,2,1,41,6,1,4,5833.0,75
716875083,1,26,0,0,4,4,3,1,36,6,3,4,4152.0,42
714603558,1,37,1,2,4,4,3,1,24,6,2,3,11699.0,46
789903708,1,45,0,2,2,4,3,1,35,6,3,2,4505.0,68
801989733,1,55,1,2,2,4,4,1,48,6,3,2,7667.0,76
789504183,1,37,1,4,5,4,6,1,28,3,3,4,34516.0,62
714574083,1,36,0,3,5,4,2,1,31,3,2,3,2937.0,51
717978033,1,36,0,1,4,4,2,1,36,5,3,4,5257.0,73
711256908,1,39,1,2,4,4,4,1,28,6,3,3,10331.0,81
721023708,1,47,1,4,2,2,4,1,36,3,3,3,17557.0,62
714522258,1,56,0,2,5,2,2,1,48,6,3,2,4366.0,37
714247458,1,56,0,4,2,4,1,1,46,6,2,2,8037.0,71
780416433,1,38,1,2,1,2,2,1,25,4,1,3,8740.0,38
713644758,1,49,1,3,5,4,6,1,36,6,2,3,8514.0,74
712700358,1,36,0,4,2,4,2,1,26,4,3,2,2002.0,60
779873508,1,51,0,0,4,2,2,1,35,5,3,4,3132.0,60
779342958,1,26,0,0,3,2,3,1,13,2,3,3,2010.0,85
711738333,1,34,1,2,5,2,5,1,23,6,2,3,7567.0,45
709413933,0,56,1,2,4,4,3,1,40,2,6,4,2381.0,46
720323208,1,43,1,2,5,2,6,2,31,6,2,4,34516.0,88
708132783,1,47,0,3,2,4,1,1,42,6,2,2,16411.0,71
713372583,1,42,0,4,4,4,2,1,19,3,2,0,1438.3,67
710092683,1,38,1,2,3,2,5,1,30,2,3,2,3735.0,47
779284833,1,55,1,2,6,4,4,1,37,3,3,1,22127.0,63
713426358,1,28,0,0,3,2,1,1,36,3,2,3,5685.0,62
717132633,1,62,1,0,2,4,3,1,50,3,2,2,7348.0,61
714967233,0,52,1,2,7,2,6,1,34,3,2,3,11188.0,47
767587833,1,44,1,3,1,4,6,1,37,3,1,5,3650.0,75
714954033,1,29,0,0,6,4,2,1,36,5,2,3,5076.0,57
716154258,1,48,1,4,7,1,4,2,38,3,2,2,32658.0,37
755399433,1,43,1,3,2,2,5,1,36,6,1,2,28634.0,68
709876008,1,49,0,2,6,4,2,1,36,3,1,3,3414.0,49
709918158,1,43,1,3,4,2,5,1,23,5,6,1,12315.0,51
713350908,1,41,0,2,2,2,3,1,36,5,3,3,2690.0,68
715759458,1,43,1,3,5,4,5,1,31,6,2,4,12165.0,74
713976258,1,51,0,3,5,4,2,1,46,4,1,3,1792.0,63
790174608,1,37,1,1,7,4,5,1,30,6,3,2,19300.0,70
771335358,1,37,1,2,3,3,3,1,24,3,3,4,8120.0,54
708382083,1,49,1,5,4,2,5,1,36,6,2,2,2292.0,60
771829758,1,36,1,3,2,2,5,1,25,6,3,3,21434.0,46
767333808,1,50,0,2,5,1,2,1,43,5,3,4,3424.0,74
721385433,1,64,1,0,1,2,2,1,51,3,3,4,2787.0,39
794293908,1,36,0,3,3,4,1,1,30,3,2,3,8696.0,67
720409608,1,45,1,3,4,2,6,1,35,6,2,3,32446.0,39
717830583,1,41,1,2,5,2,5,1,36,6,3,3,9133.0,88
715455708,1,47,1,3,5,4,5,1,37,3,3,2,5116.0,49
719108358,1,39,1,2,6,2,5,1,31,5,2,1,18974.0,56
769323183,1,51,1,4,2,4,6,1,45,6,2,3,12101.0,44
820020258,1,55,0,1,4,4,3,1,46,5,3,4,5379.0,40
719234883,1,57,1,3,5,4,6,1,49,5,3,3,32676.0,88
807349158,1,36,1,4,7,3,6,1,31,4,3,4,34516.0,60
710799783,1,35,1,2,1,2,6,1,36,4,3,4,15202.0,60
778456983,1,38,0,2,1,4,2,1,23,5,3,3,2222.0,49
708644208,1,39,0,2,5,4,3,1,34,5,2,4,5858.0,77
711659958,1,65,0,0,5,2,3,1,56,4,2,1,2692.0,36
798988983,1,51,0,2,2,2,2,1,45,6,3,2,7165.0,78
710760258,1,50,0,3,4,2,2,1,38,4,3,4,1438.3,81
799700208,1,38,1,2,5,4,4,2,32,5,1,1,26988.0,70
772401933,1,36,0,1,1,4,2,1,26,3,3,2,2517.0,62
787460883,0,41,1,3,2,2,3,1,28,3,3,4,11091.0,34
770937183,1,40,0,4,5,4,2,2,27,3,1,2,10745.0,87
715468083,1,40,0,2,7,2,1,2,36,3,2,4,34516.0,66
807161508,1,26,1,1,1,4,2,1,20,6,3,2,2590.0,52
772268058,1,46,0,4,2,4,2,1,35,5,2,3,2722.0,69
710166783,1,49,0,1,5,2,2,1,36,3,3,0,8228.0,80
804820233,1,38,1,2,1,3,5,1,33,6,3,2,11777.0,62
708758658,1,49,1,4,5,2,5,1,39,5,1,1,34516.0,76
714011358,1,38,1,3,5,3,5,1,24,5,1,3,14821.0,60
712401033,1,36,1,1,1,4,2,1,23,4,3,1,1438.3,59
771212508,1,34,0,2,1,4,2,1,21,6,3,4,6131.0,93
821150958,1,52,1,5,5,4,5,1,47,3,1,1,2047.0,66
792272658,1,40,1,3,5,4,5,1,34,3,3,4,22380.0,73
809818008,1,36,1,3,2,2,5,1,31,3,3,5,12893.0,60
803231058,1,53,1,3,4,4,2,1,47,5,1,1,3351.0,66
715698633,1,40,0,2,1,2,2,1,36,3,1,1,5093.0,57
720450108,1,54,1,1,5,2,3,1,44,5,1,1,1438.3,37
719076858,1,34,1,4,3,4,4,1,20,5,1,2,2165.0,81
720016308,1,62,0,1,1,4,2,1,54,4,2,2,1927.0,77
712443558,1,39,0,1,3,4,1,1,36,6,1,1,22125.0,57
711835758,1,50,1,3,5,2,6,1,42,4,5,3,34516.0,35
709284333,1,36,1,1,2,3,6,1,28,6,3,2,5260.0,62
788122533,1,56,0,1,5,2,2,1,48,6,2,2,1438.3,32
709206333,0,44,0,4,5,4,3,1,30,3,4,4,4333.0,40
713039808,1,45,1,4,3,2,2,1,32,3,2,1,6637.0,48
801700233,1,36,1,2,5,4,6,1,28,4,3,0,3174.0,74
716815308,1,44,0,2,2,2,2,1,36,4,2,5,4396.0,69
821149008,0,52,1,2,5,4,5,1,48,6,2,4,34516.0,40
720580383,1,50,0,3,5,2,2,1,37,3,2,4,1438.3,80
780202908,1,53,0,2,5,4,2,1,43,3,3,4,6853.0,70
787504158,1,36,0,0,1,2,2,1,24,4,3,2,2570.0,42
716183283,1,27,0,1,3,3,2,1,15,5,3,2,2166.0,70
824168808,1,31,0,1,3,3,1,1,27,4,6,3,3647.0,60
712936908,1,36,1,3,1,4,4,1,36,3,1,1,11684.0,88
719855958,1,41,1,4,4,4,4,1,28,6,1,4,4475.0,66
710112933,1,28,1,1,2,4,4,1,18,6,3,2,16604.0,61
768364233,1,59,1,1,4,2,3,1,53,6,2,5,5446.0,33
771725808,1,43,1,3,2,1,5,1,31,5,1,4,28700.0,71
780686358,1,41,1,3,1,2,4,1,30,3,1,1,2888.0,58
712762758,1,46,1,2,5,2,4,1,34,4,2,0,9451.0,79
714392808,1,51,1,3,1,2,5,1,43,3,4,5,13933.0,62
713089458,1,44,1,1,4,2,2,1,33,5,2,2,6130.0,78
826780683,1,40,1,3,5,2,4,1,36,6,2,2,15008.0,85
780251658,1,32,1,1,4,2,3,1,18,4,1,4,4583.0,57
772273983,0,48,1,4,2,4,3,1,37,1,3,4,5268.0,40
737944908,1,58,1,2,1,2,4,1,51,4,2,2,14976.0,36
720688158,1,37,0,3,4,4,2,1,25,3,2,4,2282.0,68
719902908,0,51,1,3,1,2,5,1,36,3,3,3,5130.0,31
771682533,1,43,0,3,1,2,2,1,31,4,3,2,5702.0,75
708193008,1,41,1,4,2,4,5,1,30,3,3,4,14480.0,43
772449858,1,51,1,3,5,3,3,1,41,5,3,4,7570.0,70
715992558,1,52,1,2,7,2,5,1,38,4,2,2,12878.0,59
708502908,1,61,1,2,4,4,4,2,48,5,2,3,26218.0,88
720132258,1,49,1,3,6,4,6,2,36,6,1,5,34516.0,78
708704433,1,36,0,3,4,4,1,1,23,6,3,4,2804.0,77
720906033,1,35,1,1,5,2,3,1,25,5,4,4,5801.0,52
719961183,1,63,0,0,4,2,2,1,53,5,3,2,2271.0,33
718838808,1,36,0,1,6,2,2,1,23,6,3,3,3107.0,48
710268858,1,33,0,4,5,4,2,1,22,5,1,2,2001.0,99
788360283,1,33,1,1,5,4,5,1,26,4,1,0,1438.3,55
717914808,1,65,1,1,4,4,1,1,36,4,3,5,4465.0,66
802884933,1,61,1,1,5,2,4,1,55,6,2,3,3264.0,32
714436383,1,44,1,4,5,1,5,1,34,4,3,2,26856.0,75
718785483,1,38,1,1,7,4,5,2,29,6,3,3,34516.0,85
708816408,1,41,1,4,2,4,5,1,32,4,6,3,21756.0,71
715363908,1,44,0,4,2,2,2,1,26,4,1,2,4726.0,70
709163358,0,41,1,5,1,4,4,3,32,2,3,4,34516.0,35
827643858,1,45,0,2,1,4,2,1,41,6,2,2,5596.0,64
711251133,1,37,1,0,6,4,5,1,27,5,2,3,15326.0,55
716896833,1,51,1,1,1,4,5,1,38,3,1,4,11373.0,35
789193383,1,65,1,0,2,4,2,1,54,3,1,5,2644.0,70
712801758,1,37,0,1,5,4,3,1,27,6,1,2,2673.0,63
719836083,1,54,1,4,1,2,4,1,36,3,4,2,7477.0,34
718291233,1,46,1,4,5,2,5,1,33,5,1,3,16227.0,67
718682883,1,41,1,2,1,4,5,1,34,3,3,1,19110.0,76
771503958,1,49,1,2,1,4,3,1,37,5,1,3,2993.0,72
771960708,1,51,1,2,5,2,5,1,40,3,2,4,3290.0,80
717427983,1,50,0,3,4,4,2,2,39,4,3,4,11176.0,64
712737108,1,48,0,4,4,2,1,1,36,4,1,2,21416.0,75
771599283,1,53,1,2,5,2,5,1,41,3,2,5,2492.0,32
717237708,1,54,1,2,6,4,4,1,38,3,3,5,14265.0,58
710703708,1,46,0,4,1,4,3,2,35,6,3,2,16985.0,56
712513458,1,47,0,4,4,4,2,1,38,4,1,4,7469.0,70
709690158,1,52,0,4,5,2,2,1,36,6,1,2,4592.0,33
709959858,1,43,0,4,5,4,2,1,32,6,3,4,4341.0,63
720683958,1,41,1,4,2,3,5,3,36,6,2,2,34516.0,67
780704358,1,34,1,3,6,1,4,2,23,4,3,0,27710.0,73
717843783,1,33,0,1,3,4,2,2,17,4,3,2,13431.0,71
718318383,1,49,1,1,4,1,4,1,36,6,3,4,2645.0,69
708849858,1,44,1,3,7,4,6,1,35,4,1,5,14028.0,73
712652283,1,36,1,1,2,3,5,1,28,4,1,3,34516.0,74
793461933,1,37,1,3,4,4,5,1,31,4,2,4,5699.0,57
720084183,1,46,1,3,1,3,6,1,34,5,2,4,16284.0,75
767114958,1,65,1,0,2,4,2,1,56,4,2,2,3226.0,70
709216533,1,52,1,2,3,2,5,1,36,6,3,4,2803.0,64
720897783,1,50,1,1,2,2,6,1,30,6,2,5,34516.0,59
773503308,1,59,1,1,2,4,2,1,53,5,5,4,2192.0,79
719963433,1,37,0,3,1,4,1,1,29,3,2,2,8318.0,77
708139833,0,40,1,3,5,1,4,1,30,4,2,3,6391.0,44
710664558,1,40,0,3,4,2,2,1,31,5,2,4,4736.0,73
713687508,1,59,1,1,7,4,4,1,49,5,2,4,9944.0,69
816312633,1,52,0,3,3,2,3,1,47,6,3,3,4717.0,66
712019883,1,43,0,4,1,1,1,1,34,5,3,3,12778.0,69
718216008,1,48,1,3,5,2,4,1,38,5,2,3,16920.0,60
718345233,1,45,0,2,5,1,2,1,35,6,3,3,3240.0,41
771228183,1,30,0,0,5,3,2,1,17,4,1,3,4704.0,87
789430083,1,41,0,5,4,4,3,1,32,6,1,2,14987.0,83
779524833,1,51,1,1,1,4,5,1,34,4,3,3,3554.0,59
823621083,1,46,1,3,5,2,6,1,42,3,3,4,9227.0,74
715563558,1,50,1,1,1,2,6,1,40,3,3,2,7522.0,62
715424283,1,31,0,0,3,2,2,1,21,5,2,2,1677.0,50
807209808,1,48,1,1,4,4,4,1,40,6,2,2,2319.0,68
716578158,1,39,0,1,1,2,2,1,29,6,2,5,2722.0,49
708911508,1,50,0,2,1,2,2,1,39,3,3,2,2046.0,71
717332733,1,47,1,4,1,4,5,2,37,5,2,4,34516.0,80
710681808,1,53,1,3,4,4,5,1,42,6,3,3,18531.0,52
708740808,1,45,1,4,5,2,3,1,36,5,3,4,4112.0,54
711728208,1,46,1,4,5,4,6,1,34,4,1,2,34516.0,68
720562008,1,34,1,2,5,4,5,2,22,4,3,3,34516.0,65
709012083,1,39,1,1,2,2,2,1,28,3,3,4,4683.0,45
771073908,1,62,1,0,1,2,3,1,48,4,1,2,1438.3,27
718174908,1,53,0,3,2,2,2,1,36,4,3,2,4224.0,29
709550958,1,51,1,3,5,2,4,1,32,3,1,4,7133.0,62
720411183,1,34,0,1,4,4,1,1,22,6,1,0,10253.0,66
720776508,1,44,0,2,7,4,3,1,25,4,3,2,4210.0,65
755615208,1,49,1,3,4,4,6,1,42,5,3,2,12630.0,66
708147108,1,26,1,0,5,3,1,1,36,6,1,3,21084.0,71
827476983,0,56,0,2,3,4,2,1,52,3,5,1,3639.0,42
716682258,1,52,1,1,4,3,6,1,36,4,3,5,31945.0,62
708563433,0,65,0,0,4,4,1,1,56,3,6,3,5894.0,32
772277508,1,65,0,1,1,4,2,1,54,4,2,2,2209.0,52
712515558,1,35,1,1,3,4,4,1,26,3,2,3,23447.0,77
719342808,1,48,1,3,5,4,5,1,30,4,2,3,4180.0,76
788957358,1,53,0,1,5,4,3,1,39,3,3,2,4930.0,77
778386033,1,38,1,3,2,2,4,1,18,6,3,4,3417.0,34
820060758,1,50,0,1,3,4,2,1,45,4,2,4,4785.0,59
713271708,1,46,1,3,2,2,2,2,33,5,2,2,12685.0,74
720555483,1,48,1,3,5,4,5,1,35,3,3,3,21374.0,79
709405758,1,36,1,2,5,2,4,1,28,4,3,2,1911.0,49
769463433,1,41,0,2,6,4,2,1,35,6,3,2,8666.0,71
786087633,1,60,1,0,1,2,4,1,54,4,1,0,2759.0,34
738627708,0,49,0,2,1,4,1,1,41,5,3,4,5984.0,42
719527833,1,45,0,4,4,1,1,1,36,6,3,3,23000.0,70
715921758,1,36,1,2,3,4,4,1,25,5,3,2,1438.3,68
717280158,1,49,1,3,5,2,2,1,36,3,3,5,2976.0,60
714179658,1,43,1,3,4,4,6,1,36,3,1,3,34516.0,48
806637558,1,58,1,1,4,2,4,1,53,5,2,5,1438.3,40
714828708,1,46,1,0,4,3,5,1,36,3,1,4,16099.0,88
711989358,1,50,1,2,5,4,5,1,36,4,2,1,19595.0,62
720188508,1,43,1,4,5,4,4,1,25,3,2,4,13193.0,64
719528958,1,57,0,3,3,4,3,1,36,3,1,3,8184.0,71
713110908,1,30,1,1,1,2,2,1,13,3,6,5,2607.0,45
721179708,1,48,0,2,1,2,2,1,37,4,2,3,5758.0,76
716363658,1,51,1,2,7,4,6,1,36,4,2,5,25873.0,84
711443808,1,46,1,2,1,3,4,1,37,6,1,1,2695.0,53
778952058,1,46,1,3,3,2,5,1,32,4,2,5,20860.0,56
713642133,1,45,1,4,1,2,3,1,30,6,3,3,1892.0,60
778908783,1,52,1,3,3,2,5,1,33,3,3,4,27751.0,25
778170633,1,48,1,5,5,2,5,1,38,6,2,2,34516.0,71
714670533,1,47,1,3,1,4,5,1,37,3,1,5,24580.0,62
771833433,0,49,1,2,4,2,5,1,38,3,2,4,29893.0,48
772758783,1,43,1,1,1,2,5,1,33,5,1,5,21165.0,60
788959758,1,47,0,4,2,4,3,1,33,3,2,1,9148.0,59
716878533,1,55,1,2,1,2,5,1,46,4,1,1,10979.0,33
713267133,1,41,0,5,6,2,2,1,33,3,1,2,6519.0,65
716263533,1,44,1,5,4,2,5,1,36,3,2,2,2509.0,72
